;company;location;dates;job-title;summary;pros;cons;advice-to-mgmt;overall-ratings;work-balance-stars;culture-values-stars;carrer-opportunities-stars;comp-benefit-stars;senior-mangemnet-stars;helpful-count;link
828;google;Mountain View, CA; Nov 23, 2017;Current Employee - Solutions Engineer;Solution Engineer;Good culture especially collaborative and supportive team color;Very hard for promotion as there ar too many talented persons;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P83.htm
829;google;none; Dec 7, 2017;Current Employee - Anonymous Employee;Good work / life balance;Perk is good, 410K match is good;The job duty impact may not be that big.;none;4;4;4;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P83.htm
830;google;none; Nov 22, 2017;Current Employee - Anonymous Employee;A historically rewarding organization to work for & continues to be;- Truly makes an effort to take care of their employees - Innovative culture continues even with all the growth - Plenty of freedom to take on what's passionate to you;- Not really much, there's always challenges that come with massive growth, but Google really puts its employees best interests at heart and still operates under the philosophy of putting the user first.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P83.htm
831;google;none; Nov 22, 2017;Former Employee - Anonymous Employee;The best company to work for;Company culture, benefits, people, avenues;Promotions can be hard due to high competition;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
832;google;none; Nov 22, 2017;Current Employee - Anonymous Employee;Great place to work;Amazing people to work with;Big company, can be slow to make decisions;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
833;google;Seattle, WA; Nov 22, 2017;Current Employee - Technical Program Manager;Nice place to work;Lots of Smart people from various places with different background, open culture, dynamic work place, diverse and respectful of different opinions,;Getting too big and unwieldy, execution of strategy isn’t getting better, speed compared to competition such as Amazon is still way too slow;Don’t rush to hire;5;4;5;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
834;google;none; Dec 6, 2017;Former Employee - Anonymous Employee;Very positive work environment;Collaborative culture, smart and intelligent colleagues, freedom to work on your passion.;It is a big company now, so the impact of an individual contributor is very small relative to the company's output.;none;4;5;5;3;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
835;google;Seattle, WA; Dec 6, 2017;Former Employee - Software Engineer;Software Engineering Resident;Impact the world with your code, awesome meals and an endless array of other benefits, usually somewhat laid-back work atmosphere.;Bureaucratic management, usually a very not-social work atmosphere, poorly-maintained code base sometimes, technologies learned here will not transfer over to other companies.;none;4;4;4;3;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
836;google;none; Dec 6, 2017;Former Employee - Anonymous Employee;Review;People, clients, experience, culture & benefits;Work can be extremely stressful;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
837;google;Sunnyvale, CA; Nov 11, 2017;Current Employee - Software Engineer;Software Engineer;Company genuinely cares about career growth for employees. Can have interesting projects to work on. Excellent infrastructure and processes for software engineering. Great perks and compensation.;Fewer career opportunities in remote offices. Decisions are often made without ample context by senior management. Excessive meetings. Pretends to be an environment where everyone can speak freely. But as we found with James Damore, that is not the case.;We have excellent infrastructure for remote collaboration. So there is no need to keep herding everyone into the San Francisco Bay Area and driving up costs.;5;5;4;4;5;3;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
838;google;Los Angeles, CA; Nov 21, 2017;Current Employee - Lead Account Strategist;Great Company;Great people and free food;Everyone is over qualified for their job;Better education reimbursement;5;4;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
839;google;none; Nov 21, 2017;Current Employee - Anonymous Employee;Great culture;Smart people, great company culture, still lots of room to grow and lots of exciting projects.;Company has grown a lot, so there's a bit more bureaucracy , revenue streams need to be further diversified.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
840;google;none; Nov 21, 2017;Former Employee - Anonymous Employee;Competitive but great;Great culture and work life balance;Super competitive and can be political;none;5;5;5;4;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P84.htm
841;google;San Francisco, CA; Nov 21, 2017;Former Employee - Global Product Lead;Global Product Lead;#�NOMBRE?;#�NOMBRE?;none;5;5;5;5;4;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
842;google;none; Nov 21, 2017;Former Employee - Anonymous Employee;Great place to work;Great place to work at!;Nothing I can think of.;none;5;4;4;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
843;google;none; Dec 3, 2017;Former Employee - Anonymous Employee;The right team matters;Many smart, passionate co-workers. The perks you read about - food, flexibility, gyms, massages. The Google name holds a lot of weight when you want to have a meeting with any partners or vendors, or want to go to a conference.;"It all depends on the team. Avoid the People Operations ""Global People Services"" (GPS) team. The leadership of that organization (the Vice-President) is very hierarchical, is not transparent, is very top-down, and keeps around managers who consistently get bad reviews from their directs. Nothing is done when HR reports are filed. This is ironic since this organization sits within HR. The culture is toxic, and employees are told that the best way to get promoted is to listen to what managers say and follow their lead. It is very different from the rest of the culture at Google.";Get rid of toxic employees. Do not allow people without subject matter expertise to be managers. Listen to employees when they file HR complaints, follow up with those employees, and do not continue to let the problematic managers continue to manage.;3;4;3;3;2;3;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
844;google;none; Nov 20, 2017;Former Employee - Anonymous Employee;Best Company EVER;Benefits Access to resources to complete a job Creative minds;Huge Org = Red tape;Don't forget what made Google the amazing company it is Remind teams to push the bar and not only via PowerPoints;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
845;google;Mountain View, CA; Nov 30, 2017;Former Employee - Senior Account Executive;Great Company;It is a great company to work for. There are many opportunities in different parts of the organization.;It has gotten political and very large. There are over 70,000 employees. Desitions take time and the company has gotten slower.;Get faster. React to market conditions quicker.;4;5;5;5;5;2;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
846;google;none; Nov 18, 2017;Current Employee - Anonymous Employee;Love working at Google;Amazing culture. Brilliant coworkers. Lots of food.;Can at times feel hierarchical.;none;5;4;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
847;google;none; Nov 18, 2017;Former Employee - Anonymous Employee;Incredible company. Luck to have been a part of it;Smart co-workers, Incredible opportunities, Generous benefits;None that I can think of.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
848;google;New York, NY; Nov 14, 2017;Current Employee - Customer Success Manager;Google is as good or great as you make it!;Innovative, flexible, entrepreneurial, learn something new every day, great and smart people, opportunities, mobility, and some really great leadership;Some long standing leadership that creates a perception of the 'boys club' being up there, need more women in executive leadership positions. The problems that all big companies face: bureaucracy and it's hard to connect with executive leadership. Long working hours.;Business is a priority, but without the people's input you risk to make decisions without team's buy in, it makes driving change tougher and tougher in such a large company.;5;3;4;4;5;3;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
849;google;Rowlett, TX; Nov 10, 2017;Current Employee - Corporate Trainer;Corporate Trainer;Reputable brand, Great people, flexible schedule, financial growth, recognition and promotion opportunity with ongoing development.;Commute, ethics, poor leadership, stagnant role.;Self driven, self motivated, team player, coachable with effective communication. Desire ongoing development and growth.;5;5;5;5;5;5;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
850;google;none; Nov 16, 2017;Current Employee - Anonymous Employee;Staff Software Engineer;Flexible working hours, relative easy to switch to work on interesting projects.;Painstaking promotion process. Frequent reorg.;none;5;4;5;5;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P85.htm
851;google;none; Nov 15, 2017;Current Employee - Anonymous Employee;Overall very good company;Good culture and innovation , scale of the problems.;It's already a very big company;none;5;5;5;4;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
852;google;Boston, MA; Nov 29, 2017;Former Employee - Manager;Great;All good really. Best pack in the bus.;Some complex bonus. Difficult to get;none;4;5;3;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
853;google;none; Nov 29, 2017;Current Employee - Anonymous Employee;Google is great;Employee benefits. Great peers. AI;Too big. Not enough focus on users;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
854;google;none; Nov 14, 2017;Current Employee - Anonymous Employee;Great company;Best company in the world. Doing awesome work.;Company is getting bigger and bigger.;none;5;4;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
855;google;San Francisco, CA; Nov 14, 2017;Former Employee - Software Engineer;Great company especially if you prefer life/work balance;- Great compensation and benefit  - Lot of internal tools and documentations  - Smart colleagues  - Easy to move teams within company;- Lot of processes, releasing new feature can take time and negotiation  - Some people are not passionate about job, prefer life/work balance  - Need to learn how to use various internal tools and libraries;none;5;5;5;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
856;google;Mountain View, CA; Nov 27, 2017;Current Employee - Software Engineer;Company Overview;very good work life balance tech is very sound;less opportunities compared with startups;none;4;5;4;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
857;google;none; Nov 12, 2017;Current Employee - Anonymous Employee;practium;nice benefits, friendly employers & supervisor;losing touch with outside world;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
858;google;Mountain View, CA; Oct 30, 2017;Former Employee - Engineering Manager;Great place to start a career;When I was at Google, the company was growing rapidly, and I was able to grow with the company. I was quickly promoted, and benefitted from having a lot of senior, experienced people to learn from. I got to work on products used by billions of people, which is an impact that few other places can match.;Google has a lot of bad managers. They spend a ton of money trying to figure out how to make it better, but the tl,dr is that at the senior levels, a lot of the promotion committees (it's an anonymous committee, not your manager, who decides) look favorably on managing people. Especially on the manager track, the size of organization you manage seemed to matter more than how good of a manager you were. In many parts of the org, it became impossible to get the promotion to the next level unless you had a manager who was really good about helping you carve out space to manage a large organization within their org.  Career development is mostly an exercise for the reader. There's lots of opportunities available, but you have to go out and find them and push. Don't expect someone to guide you along career development.  At the senior levels, you're at a huge disadvantage outside of Mountain View. And if you're in MTV, you're either suffering a huge commute from SF, or living in an extremely overpriced boring suburb.;none;4;4;4;3;5;2;10;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
859;google;none; Nov 8, 2017;Current Employee - Anonymous Employee;Director;You'll be surrounded by very bright people who are well intentioned, and they will assume you are well intentioned too. You will work on cutting edge project which may affect billions of people.;Google's general philosophy is to let a thousand flowers bloom, often supporting multiple similar but disjointed projects. Also, there is corporate bloat which can make decision making slow and painful.;Ensure people are rewarded for strong product results, not from product launches. Also, when making corporate announcements, be more transparent about which things are not going well (instead of trying to sugar coat everything).;5;4;5;5;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
860;google;none; Nov 10, 2017;Former Employee - Anonymous Employee;Senior TPM;Great perks good pay and benefits;Remote lab workers are not googly;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P86.htm
861;google;Mountain View, CA; Nov 25, 2017;Current Employee - Quantitative User Experience Researcher;It's an OK place to work...;very good environment overall;promotion eval is terrible. It sucks;none;4;4;5;2;5;2;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
862;google;none; Nov 9, 2017;Current Employee - Anonymous Employee;Lead Engineer;great company to work for.;management can definitely be improved;none;5;4;4;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
863;google;none; Nov 23, 2017;Former Employee - Anonymous Employee;Good;It’s totally fine here okay;But it isn’t that great;None;4;3;3;3;3;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
864;google;Mountain View, CA; Nov 5, 2017;Current Employee - Staff Software Engineer;Still a great place to work;High impact and interesting work, at least in some parts of the company.;Culture is shifting to be like any big company;none;5;4;4;4;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
865;google;Mountain View, CA; Nov 5, 2017;Current Employee - Senior Software Engineer;Great company to work for;#�NOMBRE?;- You'll feel like a small cog in a giant wheel;none;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
866;google;none; Nov 8, 2017;Current Employee - Anonymous Employee;company review;very good if you are mark;dont even try your luck;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
867;google;none; Nov 22, 2017;Former Employee - Anonymous Employee;Strong benefits;free showers and food are pretty nice;some politics in the office;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
868;google;none; Nov 22, 2017;Current Employee - Anonymous Employee;overrated;it's google, you can go anywhere after. free food.;you'll never move the needle, you'll live there, everyone's secretly snobby.;open your mind to people without PhD's and ivy league degrees.;3;3;3;2;4;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
869;google;San Francisco, CA; Oct 31, 2017;Current Employee - Program Manager;Best job I've had (but not perfect!);-amazing work life balance. WFH optional no-questions-asked Fridays, in/out times totally flexible -no micromanagement, manager isn't even on the same campus -great pay -most benefits extend to contractors/temps (like myself) -Great healthy food options;"-lack of micromanagement also has lack of guidance, feels a lot like ""figure it out yourself"" which wastes some time without a mentor -I feel like 50+ percent of employees are temps/contractors...why can't they hire more people full time? It lowers morale";-perpetuate work/life balance, it's the best I've ever seen, hope it stays that way -perhaps a mentor program?;5;5;5;none;4;none;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
870;google;none; Nov 20, 2017;Current Employee - Software Engineer;Software Engineer III;clever people, free food and gym;High standard, difficult to advance;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P87.htm
871;google;none; Nov 5, 2017;Former Employee - Information Technology Resident;Great Opportunity;Many resources available to you;Repetitive work, can get boring;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
872;google;San Francisco, CA; Nov 19, 2017;Current Employee - Staffing;Google;Great work life balance here;Not as much variety of work;none;4;4;3;2;3;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
873;google;none; Dec 8, 2017;Current Employee - Software Developer;Meh;It's Google, that about sums it up.;Lots and lots of hours;none;1;1;1;1;1;1;4;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
874;google;none; Nov 3, 2017;Current Employee - Anonymous Employee;Senior Quantitative Analyst;Great culture, benefits and employee growth opportuntities;Poor work life balance, low level of transparency in how employee promotion and growth decisions are being made;none;5;3;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
875;google;none; Nov 3, 2017;Current Employee - Anonymous Employee;n/a;work life balance, team work, communication, opportunity for success, team building;work load, occassional micro management;n/a;5;3;5;5;3;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
876;google;Irvine, CA; Nov 2, 2017;Current Employee - Senior Software Development Engineer;Google Review;Good work environment, fun to work at;Long hours, high competition and hard work;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
877;google;none; Nov 16, 2017;Current Employee - Anonymous Employee;Project Manager;Cool place to work temperature wise;Not so cool sometimes, temperature wise;Turn down AC;4;4;4;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
878;google;none; Nov 16, 2017;Current Employee - Anonymous Employee;big company now;perks, pay, people, flexibility, technology;big company now, very political, bureacratic;cut down on the bureacracy, review boards, etc;4;3;4;3;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
879;google;none; Oct 31, 2017;Former Employee - Anonymous Employee;Great;Great place to be at.;Nothing bad to say here.;none;5;3;4;3;3;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
880;google;Seattle, WA; Nov 15, 2017;Former Employee - Senior Software Engineer;great company!;good compensation with all kinds of perks. Also engineering center culture and a heaven for software engineers.;too big. worked like in a big machine and you are just a tiny screw,;please give engineers more chances to advance in their career.;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P88.htm
881;google;San Francisco, CA; Nov 13, 2017;Current Employee - Software;Software Engineer;Free food, good culture, good engineers, good management;Less challenge sometimes, too much politics;none;4;4;4;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
882;google;San Francisco, CA; Nov 7, 2017;Current Employee - Anonymous Employee;A growing company, but culture changes with new CFO;company has many growing opportunities in new products and initiatives;culture changes with the arrival of new CFO, more cost control, cutting perks and benefits;none;4;3;4;3;4;3;2;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
883;google;none; Nov 12, 2017;Former Employee - Anonymous Employee;Work atmosphere;Great work atmosphere. Look at other reviews :);Nothing bad to say. Very neutral;none;4;4;4;4;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
884;google;none; Nov 12, 2017;Former Employee - Anonymous Employee;Software Engineer;Great benefits and company culture;Very fast paced, it is easy to get burnt out;none;4;4;5;4;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
885;google;New York, NY; Nov 3, 2017;Former Employee - Staff Software Engineer;Google;Peers are very nice people. The technology is fascinating, the best build and review system ever, and data query tools to die for (dremel, googlesql).  Food is good but fattening.;Management is a bit weak, and direction can be limited. Sometimes it was hard to find something worth working on. Definitely more politics and paperwork than smaller companies.  Google is really geared to 20-30 years old folks in terms of it's culture. Being over 50 makes you a rarity and a minority. Folks try to be inclusive - but the environment focuses on youth.;Needs improvement. Well meaning, but not charismatic or engaged.;4;5;4;4;5;3;3;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
886;google;none; Oct 27, 2017;Current Employee - Anonymous Employee;A world class company;Amazing perks, world class talent, great company culture, above market compensation.;No obvious cons for now.;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
887;google;none; Oct 27, 2017;Former Employee - Anonymous Employee;Great Company with a Golden Heart;Yes, it's bigger than it used to be. But for its size, Google does a great job of making you feel empowered and like your work drives actual human impact.;Can be slow to manifest ideas, but what big company isn't?;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
888;google;San Francisco, CA; Oct 23, 2017;Former Employee - Systems Analyst;WOW!;Salary, Name, Brand, Experience, Promotes from within;Time management was a concern and that's why I left;Keep doing what you're doing!;5;4;5;4;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
889;google;none; Oct 26, 2017;Current Employee - Anonymous Employee;Great place to work;Great culture, challenges and people;Growth can be difficult, but feasible;Keep going;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
890;google;San Francisco, CA; Nov 9, 2017;Former Employee - People Analyst;Great overall place to work;Very smart people and ambitious projects. Google provides pretty much the comfiest lifestyle you can have.;Feels like a very large company and can be impersonal at times. Commuting to Mountain View gets old quickly. Also, many smart people will stay in roles they don't care for because they get to work at such an amazing overall company.;"Focus more on helping employees find a role they're actually passionate for and be less restrictive on enabling employees to move even if they're not ""exceeding expectations""";4;4;4;4;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P89.htm
891;google;none; Nov 9, 2017;Former Employee - Anonymous Employee;Great learning experience, but you must be an entrepreneur;Learning opportunity, network, perks, industry growth, insight;Too much comfort zone, pay is surprisingly low;none;4;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
892;google;none; Nov 6, 2017;Current Employee - Anonymous Employee;The best one!;Better than most companies in the valley;There is no cons...just too many interns;Do your best!;4;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
893;google;none; Oct 25, 2017;Former Employee - Anonymous Employee;SE intern;Nice work life balance and great benefits;Too much pressure and projects take long;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
894;google;Mountain View, CA; Oct 25, 2017;Former Employee - Software Engineer(Internship);Software engineering internship;#�NOMBRE?;"- Sometimes slow and stagnant - Not as ""exciting"" on a day to day basis as some smaller companies";none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
895;google;none; Oct 25, 2017;Current Employee - Anonymous Employee;Software developer;good perks, good life balance;none. so far so good;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
896;google;none; Oct 21, 2017;Former Employee - Anonymous Employee;Manager;Great perks. Forefront of growth and technology. Work with motivated people. Surprisingly high compensation. Ability to work on very interesting projects.;Not everyone is smart. Most people are stale and have gotten comfortable. Sense of entitlement for not achieving much. The amount of politics is insane. Political achievements are more important to get promoted.;none;5;4;4;5;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
897;google;none; Nov 6, 2017;Current Employee - Anonymous Employee;Great Co-Workers but Limiting Opportunities;The people that work at Google makes coming in everyday enjoyable. Folks care about their work and are very self motivated. Google also has the resources to try new things which is great in staffing.;Goals are high and the work itself gets mundane. There are side projects, but at the end of the day your numbers are what really matters. There are some managers that aren't fit to lead people and instead should be project managers.;Encourage more cross collaboration between the different organizations for more variety in everyday work. Channels changes so often that there should be managers that care more about the well being of their reports instead of caring more about themselves.;3;3;5;3;4;2;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
898;google;none; Oct 24, 2017;Current Employee - Anonymous Employee;Intern;Amazing benefits, pay, and people to work with;Traffic to get to work is terrible;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
899;google;none; Oct 24, 2017;Current Employee - Anonymous Employee;Great place to work!;Amazing people to work with;Nothing that comes to mind;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
900;google;Los Angeles, CA; Nov 7, 2017;Former Employee - Anonymous Employee;developer;great company to work for;every thing is good to work;none;4;3;3;3;3;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P90.htm
901;google;none; Nov 7, 2017;Current Employee - Anonymous Employee;incredible tech, luke warm middle mgmt;Tech first company w/ incredible eng values.;Mixed middle mgmt that deflates the capabilities of an exceptional eng org;none;4;3;4;4;5;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
902;google;none; Oct 20, 2017;Current Employee - Recruiter;Great Work Life Balance;Great work life balance! Great benefits for employees.;I don't feel there are any cons to working here.;none;5;5;5;5;5;5;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
903;google;none; Oct 23, 2017;Former Employee - Anonymous Employee;Software Developer;Great culture, great opportunities for development as an employee;Lots of work, but to be expected in this field;Great work.;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
904;google;none; Oct 23, 2017;Former Employee - Anonymous Employee;Good Culture;The work environment challenged me intellectually.;At times the work could be a little boring.;You're doing a great job.;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
905;google;none; Oct 23, 2017;Former Employee - Anonymous Employee;What you would expect;Great benefits, challenging work, world class peers;Long work hours, burn out is real;Keep on keeping on;5;3;4;5;4;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
906;google;none; Oct 23, 2017;Former Employee - Anonymous Employee;Great atmosphere;Very supportive community to be a part of.;High expectations can cause some people anxiety.;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
907;google;none; Oct 23, 2017;Former Employee - Anonymous Employee;google review;very good working environment here;there is no cons here;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
908;google;none; Oct 23, 2017;Former Employee - Anonymous Employee;Account management on the floor;Awesome place to work , teaches you a lot and helps you build your career;None, there's nothing wrong with the company just people are a bit off and on.;Keep it going. best people there. But change the favoritism trend in the company that's so not cool,;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
909;google;none; Oct 22, 2017;Current Employee - Anonymous Employee;Good place to learn and work;#�NOMBRE?;Hard to balance work and life;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
910;google;Mountain View, CA; Oct 21, 2017;Former Employee - Staff Software Engineer;Brilliant, fun, exciting way to impact the world;Build things nobody else can build at a scale beyond anything else;Finding good opportunities and chances to build big enough projects to maintain a high rating and get a promotion.;none;5;3;5;5;5;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P91.htm
911;google;Irvine, CA; Oct 21, 2017;Current Employee - Front End Developer;Front end developer;Has really great and innovative team.;Google does not consider the people from third world;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
912;google;Mountain View, CA; Nov 4, 2017;Former Employee - Engineer;Engineer;Best company to work for with great benefits;Everyone is so smart it can be intimidating;none;4;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
913;google;none; Nov 4, 2017;Former Employee - Anonymous Employee;Billions of Impressions;My work got to be seen by people all over the work;Over worked because other people were slacking at the jobs they should've been doing;Better appreciate hard workers;4;4;5;3;3;4;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
914;google;none; Oct 20, 2017;Current Employee - Anonymous Employee;Reviewer;loved it the work place;low pay in the office;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
915;google;Mountain View, CA; Oct 16, 2017;Former Employee - Product Marketing Manager;Great people who really believe in ;Open, honest, collaborative, non-hierarchical culture. Google trusts its employees to do the right thing. TGIF town-hall is an awesome way to learn what others are working on at the company.;Feels more and more like a big company. Manager quality is highly variable, and reorgs/manager changes are more frequent than not. I also got the impression that low-performers were moved around rather than fired.;none;5;5;5;3;5;4;1;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
916;google;none; Oct 19, 2017;Former Employee - Anonymous Employee;Sales;Good company to work for, good benefits!;Spend a lot of time at work;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
917;google;none; Oct 18, 2017;Current Employee - Anonymous Employee;Great Company!;Great Benefits, Compensation and above all people!;Sometimes can be too relaxed;none;5;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
918;google;none; Oct 18, 2017;Former Employee - Anonymous Employee;Best job ive ever had;good hours and good pay;long hours rude people but overall i have no complaints;none;5;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
919;google;none; Nov 1, 2017;Current Employee - Anonymous Employee;Good and bad;Wonderful people, smart and driven.;What work/life balance? 24/7;none;3;none;none;none;none;none;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
920;google;none; Nov 1, 2017;Current Employee - Anonymous Employee;Fulfillment Lead;Flexible schedule with ability to learn new skills;Lots of ambiguity with little guidance;Develop talent within to meet changes in business;3;4;4;4;3;3;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P92.htm
921;google;none; Nov 1, 2017;Former Employee - Anonymous Employee;Engineer;Great place to work at;competitive place to work at;none;3;5;5;5;5;5;0;https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P93.htm
